source	id	tag	value	candidate	error
bsz	011190299	020.z	122262506	NA	E_MISS
bsz	045038163	020.9	3-7628-530-X	37628530X	E_LEN
bsz	074004581	020.z	306370824	NA	E_MISS
bsz	336449372	776.z	978354085566	978354085566	E_LEN
bsz	020300174	020.9	83-213-3345-	832133345	E_LEN
bsz	328049646	020.z	97839813135	97839813135	E_LEN
bsz	058998535	020.z	809017686	NA	E_MISS
bsz	265940508	020.9	3-03888-16-7	303888167	E_LEN
bsz	25757705X	020.z	978896696687	978896696687	E_LEN
bsz	076208451	020.9	1-878-954-61-	187895461	E_LEN
bsz	07784677X	020.z	221818349	NA	E_MISS
bsz	065408713	020.z	829088824	NA	E_MISS
bsz	121351483	020.z	97883217945	97883217945	E_LEN
bsz	275146103	020.z	978907130119752	978907130119752	E_LEN
bsz	280850891	020.9	978-85484-437-9	978854844379	E_LEN
bsz	050157450	020.9	0-86922-52-6	086922526	E_LEN
bsz	335675107	020.9	978-0-09806154-1-8	97800980615418	E_LEN
bsz	006818005	020.z	354008555	NA	E_MISS
bsz	311485340	020.z	97805210696173	97805210696173	E_LEN
bsz	094731675	020.z	312533259	NA	E_MISS
bsz	276277066	020.z	81224177728	81224177728	E_LEN
bsz	047874570	020.9	3-8202-997-2	382029972	E_LEN
bsz	372438407	020.9	978-7639-4055-4	978763940554	E_LEN
bsz	011156597	020.9	245-50404-4	245504044	E_LEN
bsz	075306492	020.z	312533323	NA	E_MISS
bsz	250186438	020.9	87-895000-02-4	87895000024	E_LEN
bsz	02552755X	020.9	502-02011097-	50202011097	E_LEN
bsz	314661727	776.z	97899517655033	97899517655033	E_LEN
bsz	055023363	020.9	5-711-0195-1	571101951	E_LEN
bsz	267160127	020.9	5-660-7599-7	566075997	E_LEN
bsz	054269989	020.z	351568392	NA	E_MISS
bsz	27301420X	020.z	978020337343	978020337343	E_LEN
bsz	258936010	020.z	848109596	NA	E_MISS
bsz	351565191	020.z	01932601510042	01932601510042	E_LEN
bsz	116835907	020.z	381850400	NA	E_MISS
bsz	251745899	020.z	97838924400286	97838924400286	E_LEN
bsz	359776167	020.9	06-012781-3	060127813	E_LEN
bsz	043018645	020.9	3-267-58-5	3267585	E_LEN
bsz	30298139X	020.9	978-88-317-9447	978883179447	E_LEN
bsz	072713739	020.z	393319428	NA	E_MISS
bsz	062788973	020.z	32929685000	32929685000	E_LEN
bsz	040452204	020.9	90-264-1975-f	902641975	E_LEN
bsz	118977032	020.z	063200384	NA	E_MISS
bsz	393528820	776.z	978364236921	978364236921	E_LEN
bsz	00369030X	020.9	0-387-5277-1	038752771	E_LEN
bsz	104364998	020.z	389991001	NA	E_MISS
bsz	333159640	020.9	978-3-981287-4-3	978398128743	E_LEN
bsz	045034311	020.z	346851220	NA	E_MISS
bsz	324228619	020.z	97805212055559	97805212055559	E_LEN
bsz	264134672	020.9	978-89129-591-5	978891295915	E_LEN
bsz	264118685	020.9	978-929305-00-5	978929305005	E_LEN
bsz	353429538	020.9	0-340-17195	034017195	E_LEN
bsz	32579913X	020.9	978-3-7723-60057-6	97837723600576	E_LEN
bsz	034829768	020.9	3-88602-14-2	388602142	E_LEN
bsz	055241239	020.9	88-09-76-188-	880976188	E_LEN
bsz	110153634	020.z	529218090	NA	E_MISS
bsz	041007417	020.z	38771776X	NA	E_MISS
bsz	038813564	020.9	2-13-04123-0	213041230	E_LEN
bsz	120869470	020.9	978-0-1236937	97801236937	E_LEN
bsz	264305361	020.9	978-88-85100382-1	97888851003821	E_LEN
bsz	273761900	020.z	97839386462	97839386462	E_LEN
bsz	052000672	020.z	392159221	NA	E_MISS
bsz	262084384	020.z	393370469	NA	E_MISS
bsz	112851371	020.9	3-910008-21-06	39100082106	E_LEN
bsz	361333390	020.z	97814665060105	97814665060105	E_LEN
bsz	120508087	020.9	978-89670-352	97889670352	E_LEN
bsz	262568918	020.9	9655319-5-3	965531953	E_LEN
bsz	347212131	020.9	83-01-0304-0	830103040	E_LEN
bsz	009970428	020.z	388660947	NA	E_MISS
bsz	274006243	020.9	978-7774-3855-9	978777438559	E_LEN
bsz	281401551	020.9	978-3-416-3142-4	978341631424	E_LEN
bsz	016619587	020.z	37873062722	37873062722	E_LEN
bsz	284286559	020.z	97838984211871	97838984211871	E_LEN
bsz	009205063	020.9	3-7638-804-3	376388043	E_LEN
bsz	080374336	020.z	027800040	NA	E_MISS
bsz	079973272	020.9	0-874270064-2	08742700642	E_LEN
bsz	038056038	020.9	5-7331-043-5	573310435	E_LEN
bsz	029542073	020.9	2-04-15381-0f	204153810	E_LEN
bsz	026786516	020.9	0-07-707-540-	007707540	E_LEN
bsz	332422038	020.z	978941897465	978941897465	E_LEN
bsz	006208037	020.z	379110074	NA	E_MISS
bsz	037571834	020.9	0-7083-118-0	070831180	E_LEN
bsz	253776910	020.9	978-3-93057-17-8	978393057178	E_LEN
bsz	043166709	020.z	209190755	NA	E_MISS
bsz	030825547	020.9	0-87075-25-9	087075259	E_LEN
bsz	321345851	020.9	2-90-246-4433-X	2902464433X	E_LEN
bsz	043559611	020.z	354163963	NA	E_MISS
bsz	014286092	020.9	3-7828-313-0	378283130	E_LEN
bsz	011165863	020.9	444-00041-0	444000410	E_LEN
bsz	105933600	020.9	3-36646-24-4	336646244	E_LEN
bsz	375928928	020.9	978-3-026346-6	97830263466	E_LEN
bsz	115193618	020.z	310008411	NA	E_MISS
bsz	350684014	020.9	3906620031X	3906620031X	E_LEN
bsz	326152482	020.9	5-471-002911-1	54710029111	E_LEN
bsz	324161565	020.z	399014031	NA	E_MISS
bsz	105432423	020.z	829951618	NA	E_MISS
bsz	256551022	020.9	1-5963-162-0	159631620	E_LEN
bsz	002232502	020.9	435-18402-4	435184024	E_LEN
bsz	322677777	020.z	33760001316	33760001316	E_LEN
bsz	314868852	020.9	794881752829	794881752829	E_LEN
bsz	250423170	020.z	58957703642	58957703642	E_LEN
bsz	017766354	020.z	070662876	NA	E_MISS
bsz	034873856	020.9	3-19-023111-	319023111	E_LEN
bsz	040260968	020.z	376580285	NA	E_MISS
bsz	279471025	020.9	83-8543-22-3	838543223	E_LEN
bsz	006110061	020.9	3-7701-934-1	377019341	E_LEN
bsz	278814247	776.z	973540775416	973540775416	E_LEN
bsz	007011954	020.9	3-7651-129-X	37651129X	E_LEN
bsz	049112651	020.9	3-577-1057-8	357710578	E_LEN
bsz	061826669	020.z	189927529	NA	E_MISS
bsz	383359651	020.z	876905230	NA	E_MISS
bsz	016688783	020.z	204015799	NA	E_MISS
bsz	021511748	020.z	351812835	NA	E_MISS
bsz	008534128	020.z	34995031X	NA	E_MISS
bsz	040413799	020.z	187104972	NA	E_MISS
bsz	308878949	020.z	97899598400402	97899598400402	E_LEN
bsz	051533421	020.9	3-925-984-11-	392598411	E_LEN
bsz	028646134	020.9	2-04-16207-0	204162070	E_LEN
bsz	378436937	020.z	978391852481	978391852481	E_LEN
bsz	043211712	020.9	3-900-464-47-	390046447	E_LEN
bsz	107089572	020.z	97801951514337	97801951514337	E_LEN
bsz	006593038	020.9	3-7911-0050	379110050	E_LEN
bsz	348961847	020.9	978-3-023505-0	97830235050	E_LEN
bsz	329932586	020.z	978311226984	978311226984	E_LEN
bsz	085787604	020.9	2-980-3247-7-	298032477	E_LEN
bsz	004170458	020.z	377010733	NA	E_MISS
bsz	040413799	020.9	1-87-1049-72-	187104972	E_LEN
bsz	059275839	020.z	08031576X	NA	E_MISS
bsz	11050853X	020.z	524700776	NA	E_MISS
bsz	093774028	020.9	3-927-803-33-	392780333	E_LEN
bsz	330777793	020.z	978312538035	978312538035	E_LEN
bsz	011081376	020.z	47155359X	NA	E_MISS
bsz	01367885X	020.9	83-08-01297	830801297	E_LEN
bsz	018530419	020.z	091616305	NA	E_MISS
bsz	050744925	020.z	39227787342	39227787342	E_LEN
bsz	335822436	020.z	389990226	NA	E_MISS
bsz	32275156X	020.9	09682650	NA	E_MISS
bsz	281580774	020.9	2-84161-73-2	284161732	E_LEN
bsz	005223091	020.9	0-94-9995-10-	094999510	E_LEN
bsz	322405904	020.9	978-2-7247-0540	978272470540	E_LEN
bsz	077035658	020.z	97713500171	97713500171	E_LEN
bsz	045045593	020.z	352911754	NA	E_MISS
bsz	070523215	020.z	06312061911	06312061911	E_LEN
bsz	007775563	020.9	3-7911-0081	379110081	E_LEN
bsz	049286110	020.9	3-980185-3-7	398018537	E_LEN
bsz	288599322	020.9	978-88703-259-1	978887032591	E_LEN
bsz	019543433	020.9	3-12-533808	312533808	E_LEN
bsz	394110412	020.9	978-82-7488-367-36	97882748836736	E_LEN
bsz	287441083	020.9	83-4481-5	NA	E_MISS
bsz	118007580	020.9	5-2-010408-6	520104086	E_LEN
bsz	095471723	020.z	291291203	NA	E_MISS
bsz	093775954	020.9	2-905434--88-	290543488	E_LEN
bsz	326713026	020.z	11161545891	11161545891	E_LEN
bsz	275485560	020.9	3-552-0573-6	355205736	E_LEN
bsz	311211747	020.9	978-88-317-9696	978883179696	E_LEN
bsz	056999763	020.9	3-7296-305-1	372963051	E_LEN
bsz	252043227	020.z	978830915171	978830915171	E_LEN
bsz	26545221X	020.9	978-0-8616-686-8	978086166868	E_LEN
bsz	061810649	020.9	0-03-099-006-	003099006	E_LEN
bsz	275905551	020.9	978-3-497-2027-0	978349720270	E_LEN
bsz	324845650	020.z	093033276	NA	E_MISS
bsz	011491507	020.9	0-12-51030-6	012510306	E_LEN
bsz	105307742	020.z	808669002	NA	E_MISS
bsz	005162416	020.z	04700674563	04700674563	E_LEN
bsz	105810002	020.z	807294473	NA	E_MISS
bsz	108959619	020.z	996169468	NA	E_MISS
bsz	050643665	020.z	392535545	NA	E_MISS
bsz	002979284	020.9	3-205-0-8630-	320508630	E_LEN
bsz	007867263	020.9	3-509-0116-6	350901166	E_LEN
bsz	281077169	020.9	978-0-955485-3-8	978095548538	E_LEN
bsz	077926862	020.9	2-278-0366-1	227803661	E_LEN
bsz	04880567X	020.9	3-85123-80-9	385123809	E_LEN
bsz	039500047	020.z	87724218816	87724218816	E_LEN
bsz	024293555	020.9	3-87173-818-	387173818	E_LEN
bsz	091461588	020.z	188108930	NA	E_MISS
bsz	371796334	020.9	3-10-0726203-7	31007262037	E_LEN
bsz	347110118	020.9	978-3-025270-5	97830252705	E_LEN
bsz	102495432	020.z	187726817	NA	E_MISS
bsz	005162416	020.9	0-470-067456-3	04700674563	E_LEN
bsz	261423142	020.9	3-920207-15-17	39202071517	E_LEN
bsz	051765306	020.z	389015470	NA	E_MISS
bsz	039708365	020.9	2-9503-484-3-	295034843	E_LEN
bsz	275810062	020.z	271595012B	NA	E_MISS
bsz	050154982	020.z	345144870	NA	E_MISS
bsz	067895832	020.9	3-14-1626036-0	31416260360	E_LEN
bsz	071570594	020.9	2-86491-0-49-	286491049	E_LEN
bsz	043751431	020.9	3-88785-20-6	388785206	E_LEN
bsz	113496230	020.z	34400500X	NA	E_MISS
bsz	307201813	020.z	39783936191219	39783936191219	E_LEN
bsz	377548812	020.z	978353472499	978353472499	E_LEN
bsz	260733563	020.z	3980849335X	3980849335X	E_LEN
bsz	350583269	020.z	465046207	NA	E_MISS
bsz	303104414	020.z	3 851294335	NA	E_MISS
bsz	302710906	020.z	39347366173	39347366173	E_LEN
bsz	102512922	020.9	3-86000-27-6	386000276	E_LEN
bsz	055769349	020.9	542-06807264-	54206807264	E_LEN
bsz	267546343	020.z	978361561744	978361561744	E_LEN
bsz	004280253	020.z	312927484	NA	E_MISS
bsz	057111650	020.z	341626756	NA	E_MISS
bsz	281671117	020.z	97830204959	97830204959	E_LEN
bsz	323901255	020.9	978-3-89948-135	978389948135	E_LEN
bsz	286660962	020.z	978770546770	978770546770	E_LEN
bsz	086264478	020.z	398035607	NA	E_MISS
bsz	06478634X	020.9	2-901-424-13-	290142413	E_LEN
bsz	100810861	020.9	-0-87907-391-	087907391	E_LEN
bsz	252174216	020.9	3-00-0115545-7	30001155457	E_LEN
bsz	066218098	020.9	3-900-325-83-	390032583	E_LEN
bsz	037146211	020.z	963134292	NA	E_MISS
bsz	255350473	020.z	385316255	NA	E_MISS
bsz	091904773	020.z	358401813431	358401813431	E_LEN
bsz	307082962	776.z	978364201789	978364201789	E_LEN
bsz	276452127	020.9	3-978-3-88400-332-9	39783884003329	E_LEN
bsz	025263064	020.z	357065898	NA	E_MISS
bsz	086408763	020.z	026946457	NA	E_MISS
bsz	30362745X	020.z	788475068190	788475068190	E_LEN
bsz	056659024	020.z	379521403	NA	E_MISS
bsz	272954284	020.z	978351590629	978351590629	E_LEN
bsz	051518759	020.9	3-12-40950-6	312409506	E_LEN
bsz	255933517	020.9	3-496-027002-2	34960270022	E_LEN
bsz	316418153	776.z	978364216851	978364216851	E_LEN
bsz	306029510	020.9	978-287-99053-3	978287990533	E_LEN
bsz	339402954	020.9	978-941721-10-4	978941721104	E_LEN
bsz	25024554X	020.z	80733519X	NA	E_MISS
bsz	308515145	020.z	97831384119	97831384119	E_LEN
bsz	080817572	020.z	389812968	NA	E_MISS
bsz	028113187	020.z	37701935X	NA	E_MISS
bsz	01205576X	020.z	392132401	NA	E_MISS
bsz	026944529	020.9	3-570-8618-6	357086186	E_LEN
bsz	11474047X	020.z	389951158	NA	E_MISS
bsz	031278299	020.z	347606800	NA	E_MISS
bsz	253817579	020.9	978-3-89949-1111-1	97838994911111	E_LEN
bsz	345583965	020.9	978-3-86705-0281-9	97838670502819	E_LEN
bsz	340445092	020.9	1-4234-23677-1	14234236771	E_LEN
bsz	115822453	020.z	97803872463	97803872463	E_LEN
bsz	038544512	020.z	391005230	NA	E_MISS
bsz	017985218	020.9	0-9438745-04-8	09438745048	E_LEN
bsz	071116753	020.z	385460007	NA	E_MISS
bsz	061523461	020.z	951660355	NA	E_MISS
bsz	026831600	020.9	2-08-11356-9	208113569	E_LEN
bsz	056860684	020.z	335501351	NA	E_MISS
bsz	260958301	020.9	978-86641-022-0	978866410220	E_LEN
bsz	016495950	020.z	392458011f	NA	E_MISS
bsz	069035024	020.z	27079003101	27079003101	E_LEN
bsz	119398826	020.z	97803872547	97803872547	E_LEN
bsz	023187476	020.9	3-7927-707-1	379277071	E_LEN
bsz	085656917	020.z	393271534	NA	E_MISS
bsz	337161097	020.z	978370019783700165934	978370019783700165934	E_LEN
bsz	098024159	020.z	808576523	NA	E_MISS
bsz	00234128X	020.z	377691039	NA	E_MISS
bsz	024695769	020.9	3-86050-06-3	386050063	E_LEN
bsz	020098936	020.z	392132620	NA	E_MISS
bsz	003416615	020.9	3-520-2170-4	352021704	E_LEN
bsz	098513214	020.9	1-588-17-049-	158817049	E_LEN
bsz	106275348	020.z	30001707991	30001707991	E_LEN
bsz	008451184	020.9	3-7911-0055	379110055	E_LEN
bsz	051256266	020.9	3-320-0195-5	332001955	E_LEN
bsz	029839815	020.z	39220096	NA	E_MISS
bsz	041537742	020.z	84771925455	84771925455	E_LEN
bsz	252557697	020.z	03039390376	03039390376	E_LEN
bsz	356005666	020.9	2-7211-144-7	272111447	E_LEN
bsz	116562374	020.z	351586315	NA	E_MISS
bsz	043658784	020.z	379271462	NA	E_MISS
bsz	381627985	776.z	97816140932	97816140932	E_LEN
bsz	303991704	020.z	978864633	NA	E_MISS
bsz	08554356X	020.9	0-9597785-1-	095977851	E_LEN
bsz	307285936	020.z	97838664559243	97838664559243	E_LEN
bsz	306029510	020.z	978287990533	978287990533	E_LEN
bsz	062693212	020.z	007882396	NA	E_MISS
bsz	035058870	020.z	288124447f	NA	E_MISS
bsz	078609127	020.z	38556200123	38556200123	E_LEN
bsz	054125316	020.z	318850556	NA	E_MISS
bsz	381793311	776.z	007180329	NA	E_MISS
bsz	353112887	020.9	9-780-0-415-17290-5	97800415172905	E_LEN
bsz	275125025	020.z	978393476698 [falsche ISBN]	978393476698	E_LEN
bsz	066728711	020.z	075030474	NA	E_MISS
bsz	023022302	020.9	3-9268-48-14-	392684814	E_LEN
bsz	355987783	020.9	978-5-9122-104-7	978591221047	E_LEN
bsz	288215133	020.9	978-3-939004-07-03	97839390040703	E_LEN
bsz	32155759X	020.9	3-98888-20-X	39888820X	E_LEN
bsz	012240648	020.z	392105985	NA	E_MISS
bsz	021881189	020.z	392405153	NA	E_MISS
bsz	066260396	020.z	392750106	NA	E_MISS
bsz	004461126	020.9	3-261-0952-7	326109527	E_LEN
bsz	090692772	020.z	929149066	NA	E_MISS
bsz	308515145	020.9	978-3-138411-9	97831384119	E_LEN
bsz	013425889	020.9	3-434-0065-2	343400652	E_LEN
bsz	264374738	020.9	3-932970-06-03	39329700603	E_LEN
bsz	009250344	020.z	906182658	NA	E_MISS
bsz	088070530	020.z	030085192	NA	E_MISS
bsz	049845438	020.9	0-387-937721-8	03879377218	E_LEN
bsz	118848461	020.z	00759013535	00759013535	E_LEN
bsz	11859043X	020.9	978-8058-6018-4	978805860184	E_LEN
bsz	26239278X	020.9	978-922381-26-6	978922381266	E_LEN
bsz	114474400	020.9	3-88226-755-	388226755	E_LEN
bsz	016495950	020.9	3-924580-11-f	392458011	E_LEN
bsz	035091037	020.z	357003086	NA	E_MISS
bsz	012574813	020.9	3-421-1641-0	342116410	E_LEN
bsz	105807753	020.9	3-93512-12-2	393512122	E_LEN
bsz	098721798	020.z	186100703	NA	E_MISS
bsz	011043326	020.9	03-080330-6	030803306	E_LEN
bsz	051256266	020.z	332001955	NA	E_MISS
bsz	005304415	020.z	37005086X	NA	E_MISS
bsz	052455858	020.z	39050911X	NA	E_MISS
bsz	113488645	020.z	570290553	NA	E_MISS
bsz	066728711	020.9	0-7503-0-451-	075030451	E_LEN
bsz	065634926	020.z	325483601	NA	E_MISS
bsz	327875852	776.z	97814419971586	97814419971586	E_LEN
bsz	09868535X	020.9	12-168540-3	121685403	E_LEN
bsz	257113169	020.9	3-85316-23-9	385316239	E_LEN
bsz	054231108	020.9	3-922116-4-7	392211647	E_LEN
bsz	009567291	020.z	342835003	NA	E_MISS
bsz	253520894	020.z	914860	NA	E_MISS
bsz	281671117	020.9	978-3-020495-9	97830204959	E_LEN
bsz	098101277	020.z	389796605	NA	E_MISS
bsz	102902364	020.z	357012441	NA	E_MISS
bsz	03677877X	020.9	956-236-035-	956236035	E_LEN
bsz	053011171	020.z	067586086	NA	E_MISS
bsz	116562374	020.9	3-515-8631-5	351586315	E_LEN
bsz	081718772	020.9	3-486-245050-7	34862450507	E_LEN
bsz	316645516	020.9	978-3-89320-140-20	97838932014020	E_LEN
bsz	392725967	020.9	978-1-93947-62-4	978193947624	E_LEN
bsz	026364190	020.9	3-8761-251-X	38761251X	E_LEN
bsz	061746274	020.9	3-932-081-17-	393208117	E_LEN
bsz	261845950	020.z	978891295892	978891295892	E_LEN
bsz	036921602	020.z	346201451	NA	E_MISS
bsz	110144856	020.9	81-208-037502	81208037502	E_LEN
bsz	013549480	020.9	2-900-973-02-	290097302	E_LEN
bsz	264059042	020.9	978-3-89500-473-Y	978389500473	E_LEN
bsz	031603076	020.z	883920187	NA	E_MISS
bsz	102922500	020.z	576230249	NA	E_MISS
bsz	047442514	020.z	377606588	NA	E_MISS
bsz	382364503	020.z	97830921921	97830921921	E_LEN
bsz	250508893	020.9	0-78-415-34716-7	078415347167	E_LEN
bsz	320501213	020.z	02325330	NA	E_MISS
bsz	048056782	020.9	3-7625-0422-	376250422	E_LEN
bsz	100275702	020.z	393424502	NA	E_MISS
bsz	011095180	020.9	07-094138-6	070941386	E_LEN
bsz	053734408	020.9	1-896-770-00-	189677000	E_LEN
bsz	026364190	020.z	38761251X	NA	E_MISS
bsz	264025539	020.9	978-3-3630-62123-4	97833630621234	E_LEN
bsz	12164457X	020.z	978896703552	978896703552	E_LEN
bsz	061826669	020.9	1-899275-2-9	189927529	E_LEN
bsz	003416615	020.z	352021704	NA	E_MISS
bsz	377493813	020.z	978395425 0967	NA	E_MISS
bsz	101102321	020.9	83-910-656-2-	839106562	E_LEN
bsz	273710214	020.9	978-910170-64-3	978910170643	E_LEN
bsz	394462807	020.9	0208-6069	NA	E_MISS
bsz	266484298	020.z	978344755253	978344755253	E_LEN
bsz	065780221	020.z	344740297	NA	E_MISS
bsz	058874232	020.9	3-499-5643-1	349956431	E_LEN
bsz	043540643	020.z	573310060	NA	E_MISS
bsz	003191990	020.9	471-61090-9	471610909	E_LEN
bsz	278607306	020.9	978-3-593-338633-1	97835933386331	E_LEN
bsz	022005617	020.z	290462025	NA	E_MISS
bsz	008375402	020.9	3-88567-00-1	388567001	E_LEN
bsz	021792844	020.z	204187065	NA	E_MISS
bsz	052374424	020.9	2-08-070-198-	208070198	E_LEN
bsz	004072448	020.z	387808441	NA	E_MISS
bsz	025212303	020.9	3-89432-41-9	389432419	E_LEN
bsz	051765306	020.9	3-89015-47-0	389015470	E_LEN
bsz	251074986	020.9	M-006-52992-6	006529926	E_LEN
bsz	013703935	020.9	3-455-082273-4	34550822734	E_LEN
bsz	281375313	020.9	1862-4944	NA	E_MISS
bsz	265482313	020.9	978-3-89861-1835-9	97838986118359	E_LEN
bsz	059759321	020.z	812156034	NA	E_MISS
bsz	02553811X	020.9	3-476-10266	347610266	E_LEN
bsz	261618229	020.9	0-7704-01624-1	07704016241	E_LEN
bsz	322943485	020.9	0724-3138	NA	E_MISS
bsz	371060338	020.9	103905075199	103905075199	E_LEN
bsz	115214518	020.z	09780387226859	09780387226859	E_LEN
bsz	256754462	020.z	3293661878X	3293661878X	E_LEN
bsz	046791736	020.z	398013242	NA	E_MISS
bsz	035185155	020.z	390059417	NA	E_MISS
bsz	070311919	020.9	0-7287-0037-	072870037	E_LEN
bsz	003118193	020.9	3-7023-003-1	370230031	E_LEN
bsz	036281212	020.9	963-05-015-X	96305015X	E_LEN
bsz	267544405	020.z	081515653	NA	E_MISS
bsz	022762523	020.z	354951085	NA	E_MISS
bsz	016627903	020.z	382024644	NA	E_MISS
bsz	009179380	020.9	3-7930-112-1	379301121	E_LEN
bsz	11697964X	020.z	978387257679	978387257679	E_LEN
bsz	116549475	020.z	344751558	NA	E_MISS
bsz	260383880	020.z	377540226	NA	E_MISS
bsz	036016268	020.9	3-7249-542-4	372495424	E_LEN
bsz	009262199	020.9	9-06-182-653-	906182653	E_LEN
bsz	366097458	020.z	978377992647	978377992647	E_LEN
bsz	029531063	020.z	342411169	NA	E_MISS
bsz	050154982	020.9	3-451-4487-0	345144870	E_LEN
bsz	044258062	020.z	390711703	NA	E_MISS
bsz	021359385	020.9	0-13-33810-5	013338105	E_LEN
bsz	008879362	020.z	34120418123	34120418123	E_LEN
bsz	022760318	020.z	354951034	NA	E_MISS
bsz	027782085	020.9	3-7052-0206-14	37052020614	E_LEN
bsz	340418575	020.9	1-4234-23671-2	14234236712	E_LEN
bsz	090005066	020.z	906853992	NA	E_MISS
bsz	07730344X	020.z	392999497	NA	E_MISS
bsz	338685111	020.9	81-901225-0-11	81901225011	E_LEN
bsz	043621937	020.9	3-487-03369	348703369	E_LEN
bsz	288204964	020.9	978-89822-424-6	978898224246	E_LEN
bsz	056085109	020.z	329747156	NA	E_MISS
bsz	066151104	020.9	3-280-2808-7	328028087	E_LEN
bsz	050978144	020.9	3-12-52977-0	312529770	E_LEN
bsz	117789380	020.9	0-271-616-X	0271616X	E_LEN
bsz	051054051	020.z	34923845X	NA	E_MISS
bsz	010420142	020.9	13-913368-2	139133682	E_LEN
bsz	098085212	020.9	3-9295542-19-6	39295542196	E_LEN
bsz	27230669X	020.9	9-16673-23-5	916673235	E_LEN
bsz	004088921	020.z	377652169	NA	E_MISS
bsz	065404114	020.z	209190050	NA	E_MISS
bsz	30619662X	020.z	83042606	NA	E_MISS
bsz	052123626	020.9	86-7131-64-7	867131647	E_LEN
bsz	273678590	020.z	978393457943	978393457943	E_LEN
bsz	118307614	020.z	978354025123	978354025123	E_LEN
bsz	022266100	020.9	3-774-2840-X	37742840X	E_LEN
bsz	04207407X	020.z	313100471	NA	E_MISS
bsz	309399823	020.9	A 8964	NA	E_MISS
bsz	11192913X	020.z	35150847770	35150847770	E_LEN
bsz	036267546	020.9	0-89357-53-2	089357532	E_LEN
bsz	061567876	020.9	84-00-4693-5	840046935	E_LEN
bsz	011392649	020.9	444-00070-4	444000704	E_LEN
bsz	120531445	020.z	33411761016	33411761016	E_LEN
bsz	050859595	020.9	3-8927-515-6	389275156	E_LEN
bsz	078575435	020.z	398023956	NA	E_MISS
bsz	063089408	020.9	2-901635-1-1	290163511	E_LEN
bsz	093757719	020.z	044822176	NA	E_MISS
bsz	085258784	020.9	1-579-36-023-	157936023	E_LEN
bsz	03785870X	020.z	043499108	NA	E_MISS
bsz	355374420	020.9	(70-218)	NA	E_MISS
bsz	087259869	020.z	014055182	NA	E_MISS
bsz	281036101	020.z	97811845427559	97811845427559	E_LEN
bsz	033784523	020.9	X-1007-2070-4	X100720704	E_CONV
bsz	306072335	020.9	978-0-0929652-26-9	97800929652269	E_LEN
bsz	271387807	020.z	9783.867681728	NA	E_MISS
bsz	262935333	020.9	3-579-6947-0	357969470	E_LEN
bsz	036204080	020.z	290142840	NA	E_MISS
bsz	025554824	020.9	0-632-025948-1	06320259481	E_LEN
bsz	032055838	020.z	876905230	NA	E_MISS
bsz	078441226	020.z	3876542671X	3876542671X	E_LEN
bsz	055752519	020.9	83-233-954-X	83233954X	E_LEN
bsz	003938018	020.9	3-471-1655-1	347116551	E_LEN
bsz	25075343X	020.z	350642901	NA	E_MISS
bsz	383909120	020.9	5-565-402-8	55654028	E_LEN
bsz	320957802	020.9	978-0-692-0061-0	978069200610	E_LEN
bsz	255143850	020.z	978382889117	978382889117	E_LEN
bsz	285114808	020.9	88 7242 7983	NA	E_MISS
bsz	32237300X	020.z	978398117314	978398117314	E_LEN
bsz	37618566X	020.9	978-0-203-8442-4	978020384424	E_LEN
bsz	018089992	020.z	377510453	NA	E_MISS
bsz	068346956	020.9	0-8018--3323-	080183323	E_LEN
bsz	025759876	020.9	3-570-6642-8	357066428	E_LEN
bsz	065169751	020.z	398053123	NA	E_MISS
bsz	047519150	020.z	00375481X	NA	E_MISS
bsz	273506773	020.9	978-86166-035-1	978861660351	E_LEN
bsz	354190504	020.9	978-3-0343-725-3	978303437253	E_LEN
bsz	002533081	020.9	486-60346-6	486603466	E_LEN
bsz	020555598	020.z	370240028	NA	E_MISS
bsz	106785346	020.z	393568634	NA	E_MISS
bsz	281735441	020.9	978-56591-245-8	978565912458	E_LEN
bsz	098085212	020.z	39295542196	39295542196	E_LEN
bsz	037982923	020.9	3-18-12-265-7	318122657	E_LEN
bsz	118349740	020.9	978-540-25274	97854025274	E_LEN
bsz	007419635	020.9	3-7701-871-X	37701871X	E_LEN
bsz	120547198	020.9	978-7688-1695-3	978768816953	E_LEN
bsz	355985470	020.9	978- 59793014880	59793014880	E_LEN
bsz	024188255	020.z	385224328	NA	E_MISS
bsz	005928842	020.z	352919119	NA	E_MISS
bsz	020836015	020.9	3-7701-780-2	377017802	E_LEN
bsz	27548470X	020.9	02-016563-570	02016563570	E_LEN
bsz	011176156	020.z	39215660710	39215660710	E_LEN
bsz	267506929	020.9	3-85409-400-49	38540940049	E_LEN
bsz	28317787X	020.z	9783856761981950	9783856761981950	E_LEN
bsz	316518433	776.z	978904818794	978904818794	E_LEN
bsz	091506018	020.9	30-906755-74-6	30906755746	E_LEN
bsz	108050386	020.9	8-902355-4-9	890235549	E_LEN
bsz	036299235	020.z	881403659	NA	E_MISS
bsz	112688209	020.z	[0]586032924	NA	E_MISS
bsz	090060385	020.9	3-635-2648-x	36352648x	E_LEN
bsz	038029987	020.z	314300284	NA	E_MISS
bsz	26636277X	020.z	60965791002	60965791002	E_LEN
bsz	262205270	020.9	978-934106-56-6	978934106566	E_LEN
bsz	046059121	020.9	1994-5349-106	19945349106	E_LEN
bsz	101102321	020.z	839106562	NA	E_MISS
